0.0000	0
0.0200	0.00746667
0.0400	0.0149667
0.0601	0.0224667
0.0801	0.0299333
0.1001	0.0375
0.1201	0.0449667
0.1401	0.0525333
0.1602	0.0600667
0.1802	0.0676333
0.2002	0.0752333
0.2202	0.0828667
0.2402	0.0905
0.2603	0.0981667
0.2803	0.105867
0.3003	0.1136
0.3203	0.121367
0.3403	0.1292
0.3604	0.137067
0.3804	0.144967
0.4004	0.1529
0.4204	0.160933
0.4404	0.168967
0.4605	0.177067
0.4805	0.1852
0.5005	0.193433
0.5205	0.201733
0.5405	0.210067
0.5606	0.2185
0.5806	0.227
0.6006	0.235567
0.6206	0.244233
0.6406	0.252967
0.6607	0.2618
0.6807	0.2707
0.7007	0.2797
0.7207	0.2888
0.7407	0.297967
0.7608	0.3073
0.7808	0.316733
0.8008	0.326267
0.8208	0.335867
0.8408	0.345633
0.8609	0.355467
0.8809	0.3655
0.9009	0.3756
0.9209	0.385867
0.9409	0.3963
0.9610	0.406833
0.9810	0.417533
1.0010	0.4284
1.0210	0.439367
1.0410	0.450533
1.0611	0.4619
1.0811	0.4734
1.1011	0.4851
1.1211	0.497
1.1411	0.509033
1.1612	0.5213
1.1812	0.533767
1.2012	0.5464
1.2212	0.5593
1.2412	0.572367
1.2613	0.585733
1.2813	0.599233
1.3013	0.613033
1.3213	0.6271
1.3413	0.641367
1.3614	0.655933
1.3814	0.670733
1.4014	0.6858
1.4214	0.701167
1.4414	0.716833
1.4615	0.7328
1.4815	0.749033
1.5015	0.765633
1.5215	0.7825
1.5415	0.7997
1.5616	0.817267
1.5816	0.835167
1.6016	0.853433
1.6216	0.872033
1.6416	0.891
1.6617	0.910367
1.6817	0.930133
1.7017	0.9503
1.7217	0.970867
1.7417	0.9918
1.7618	1.0132
1.7818	1.03503
1.8018	1.05733
1.8218	1.08003
1.8418	1.10323
1.8619	1.12687
1.8819	1.151
1.9019	1.17563
1.9219	1.2007
1.9419	1.22637
1.9620	1.25243
1.9820	1.27907
2.0020	1.30617
2.0220	1.33383
2.0420	1.362
2.0621	1.3907
2.0821	1.41997
2.1021	1.4497
2.1221	1.48003
2.1421	1.51087
2.1622	1.54223
2.1822	1.57413
2.2022	1.60657
2.2222	1.63953
2.2422	1.673
2.2623	1.70693
2.2823	1.7414
2.3023	1.77637
2.3223	1.8118
2.3423	1.84767
2.3624	1.88403
2.3824	1.92073
2.4024	1.9579
2.4224	1.99547
2.4424	2.03337
2.4625	2.07153
2.4825	2.11007
2.5025	2.14887
2.5225	2.1879
2.5425	2.22713
2.5626	2.26653
2.5826	2.30607
2.6026	2.34567
2.6226	2.38533
2.6426	2.42507
2.6627	2.46473
2.6827	2.50433
2.7027	2.54383
2.7227	2.58313
2.7427	2.6222
2.7628	2.66107
2.7828	2.6996
2.8028	2.73783
2.8228	2.77563
2.8428	2.813
2.8629	2.84987
2.8829	2.8862
2.9029	2.92197
2.9229	2.9571
2.9429	2.99157
2.9630	3.02533
2.9830	3.05833
3.0030	3.09047
3.0230	3.12183
3.0430	3.15223
3.0631	3.18177
3.0831	3.2103
3.1031	3.23783
3.1231	3.26437
3.1431	3.28977
3.1632	3.3141
3.1832	3.33727
3.2032	3.35923
3.2232	3.38007
3.2432	3.39967
3.2633	3.41803
3.2833	3.43517
3.3033	3.451
3.3233	3.46553
3.3433	3.47887
3.3634	3.4908
3.3834	3.5015
3.4034	3.5109
3.4234	3.51903
3.4434	3.52583
3.4635	3.5314
3.4835	3.53573
3.5035	3.5388
3.5235	3.54063
3.5435	3.5413
3.5636	3.54073
3.5836	3.53907
3.6036	3.5362
3.6236	3.5323
3.6436	3.52733
3.6637	3.52127
3.6837	3.51417
3.7037	3.50613
3.7237	3.4971
3.7437	3.4871
3.7638	3.47627
3.7838	3.46447
3.8038	3.45187
3.8238	3.4384
3.8438	3.4241
3.8639	3.40907
3.8839	3.39327
3.9039	3.37677
3.9239	3.3595
3.9439	3.3416
3.9640	3.323
3.9840	3.3038
4.0040	3.28397
4.0240	3.26357
4.0440	3.2426
4.0641	3.2211
4.0841	3.19903
4.1041	3.17653
4.1241	3.1536
4.1441	3.1302
4.1642	3.1064
4.1842	3.0822
4.2042	3.05767
4.2242	3.0328
4.2442	3.00763
4.2643	2.98217
4.2843	2.95653
4.3043	2.9306
4.3243	2.90457
4.3443	2.87837
4.3644	2.852
4.3844	2.8255
4.4044	2.79893
4.4244	2.77233
4.4444	2.7457
4.4645	2.71907
4.4845	2.69243
4.5045	2.66583
4.5245	2.6393
4.5445	2.61283
4.5646	2.5865
4.5846	2.56027
4.6046	2.5341
4.6246	2.50817
4.6446	2.48237
4.6647	2.4567
4.6847	2.43133
4.7047	2.4061
4.7247	2.3811
4.7447	2.35633
4.7648	2.33183
4.7848	2.30757
4.8048	2.28353
4.8248	2.2598
4.8448	2.23633
4.8649	2.2132
4.8849	2.19033
4.9049	2.16777
4.9249	2.1455
4.9449	2.1236
4.9650	2.102
4.9850	2.0807
5.0050	2.0598
5.0250	2.0392
5.0450	2.019
5.0651	1.99917
5.0851	1.97963
5.1051	1.96053
5.1251	1.9418
5.1451	1.92347
5.1652	1.90553
5.1852	1.88793
5.2052	1.87077
5.2252	1.85403
5.2452	1.8377
5.2653	1.82177
5.2853	1.80623
5.3053	1.79117
5.3253	1.7765
5.3453	1.7623
5.3654	1.74847
5.3854	1.73517
5.4054	1.72223
5.4254	1.70973
5.4454	1.6977
5.4655	1.6861
5.4855	1.67493
5.5055	1.6642
5.5255	1.65393
5.5455	1.64407
5.5656	1.63467
5.5856	1.62567
5.6056	1.6171
5.6256	1.609
5.6456	1.6013
5.6657	1.594
5.6857	1.58713
5.7057	1.58067
5.7257	1.5746
5.7457	1.5689
5.7658	1.56363
5.7858	1.5587
5.8058	1.55417
5.8258	1.54997
5.8458	1.54613
5.8659	1.54263
5.8859	1.53947
5.9059	1.53663
5.9259	1.53407
5.9459	1.53183
5.9660	1.52983
5.9860	1.52817
6.0060	1.5267
6.0260	1.52547
6.0460	1.5245
6.0661	1.52373
6.0861	1.52317
6.1061	1.52277
6.1261	1.52253
6.1461	1.52247
6.1662	1.52253
6.1862	1.52273
6.2062	1.52303
6.2262	1.52343
6.2462	1.5239
6.2663	1.5244
6.2863	1.525
6.3063	1.52563
6.3263	1.52627
6.3463	1.52693
6.3664	1.52757
6.3864	1.5282
6.4064	1.52877
6.4264	1.52937
6.4464	1.52987
6.4665	1.53033
6.4865	1.53073
6.5065	1.53103
6.5265	1.5313
6.5465	1.53147
6.5666	1.53153
6.5866	1.5315
6.6066	1.53133
6.6266	1.53113
6.6466	1.53077
6.6667	1.53033
6.6867	1.52977
6.7067	1.52913
6.7267	1.52833
6.7467	1.5275
6.7668	1.5265
6.7868	1.5254
6.8068	1.52423
6.8268	1.523
6.8468	1.52163
6.8669	1.5202
6.8869	1.51867
6.9069	1.51707
6.9269	1.51543
6.9469	1.5137
6.9670	1.51193
6.9870	1.51007
7.0070	1.50817
7.0270	1.50627
7.0470	1.50427
7.0671	1.5023
7.0871	1.50027
7.1071	1.49823
7.1271	1.49613
7.1471	1.49407
7.1672	1.49197
7.1872	1.48987
7.2072	1.48777
7.2272	1.48563
7.2472	1.48353
7.2673	1.48147
7.2873	1.47937
7.3073	1.47723
7.3273	1.47517
7.3473	1.47313
7.3674	1.47107
7.3874	1.46903
7.4074	1.467
7.4274	1.46497
7.4474	1.463
7.4675	1.461
7.4875	1.459
7.5075	1.45703
7.5275	1.455
7.5475	1.45307
7.5676	1.4511
7.5876	1.44913
7.6076	1.4471
7.6276	1.4451
7.6476	1.4431
7.6677	1.44107
7.6877	1.43903
7.7077	1.43693
7.7277	1.4348
7.7477	1.4326
7.7678	1.43043
7.7878	1.42813
7.8078	1.42583
7.8278	1.42347
7.8478	1.42103
7.8679	1.41853
7.8879	1.41593
7.9079	1.41323
7.9279	1.4105
7.9479	1.40763
7.9680	1.40463
7.9880	1.4016
8.0080	1.3984
8.0280	1.39517
8.0480	1.39177
8.0681	1.38823
8.0881	1.38463
8.1081	1.38087
8.1281	1.37697
8.1481	1.37293
8.1682	1.3688
8.1882	1.3645
8.2082	1.3601
8.2282	1.35547
8.2482	1.3508
8.2683	1.34593
8.2883	1.34093
8.3083	1.33583
8.3283	1.33057
8.3483	1.32517
8.3684	1.3196
8.3884	1.3139
8.4084	1.3081
8.4284	1.30217
8.4484	1.29607
8.4685	1.28983
8.4885	1.28353
8.5085	1.27703
8.5285	1.2705
8.5485	1.26377
8.5686	1.25693
8.5886	1.25003
8.6086	1.243
8.6286	1.23583
8.6486	1.22863
8.6687	1.2213
8.6887	1.2139
8.7087	1.2064
8.7287	1.1988
8.7487	1.19113
8.7688	1.1834
8.7888	1.1756
8.8088	1.16773
8.8288	1.15977
8.8488	1.1518
8.8689	1.14373
8.8889	1.13567
8.9089	1.12753
8.9289	1.11933
8.9489	1.1111
8.9690	1.10287
8.9890	1.09457
9.0090	1.08627
9.0290	1.07793
9.0490	1.0696
9.0691	1.06123
9.0891	1.05283
9.1091	1.0445
9.1291	1.03607
9.1491	1.02767
9.1692	1.01927
9.1892	1.01087
9.2092	1.00243
9.2292	0.9941
9.2492	0.9857
9.2693	0.977333
9.2893	0.968933
9.3093	0.9606
9.3293	0.952233
9.3493	0.9439
9.3694	0.9356
9.3894	0.9273
9.4094	0.919
9.4294	0.910767
9.4494	0.902533
9.4695	0.894267
9.4895	0.886067
9.5095	0.877867
9.5295	0.869667
9.5495	0.861567
9.5696	0.8534
9.5896	0.845267
9.6096	0.837167
9.6296	0.829067
9.6496	0.821033
9.6697	0.812933
9.6897	0.8049
9.7097	0.796867
9.7297	0.7889
9.7497	0.780867
9.7698	0.7729
9.7898	0.7649
9.8098	0.756967
9.8298	0.749033
9.8498	0.741067
9.8699	0.7332
9.8899	0.725267
9.9099	0.717367
9.9299	0.7095
9.9499	0.701667
9.9700	0.6938
9.9900	0.685967
10.0100	0.678167
10.0300	0.670433
10.0501	0.662633
10.0701	0.6549
10.0901	0.6472
10.1101	0.6395
10.1301	0.631867
10.1502	0.624233
10.1702	0.616633
10.1902	0.609033
10.2102	0.6015
10.2302	0.594
10.2503	0.586567
10.2703	0.579133
10.2903	0.571733
10.3103	0.564433
10.3303	0.557133
10.3504	0.5499
10.3704	0.542767
10.3904	0.5356
10.4104	0.528533
10.4304	0.5215
10.4505	0.514533
10.4705	0.507633
10.4905	0.5008
10.5105	0.494
10.5305	0.487267
10.5506	0.480633
10.5706	0.474067
10.5906	0.467533
10.6106	0.4611
10.6306	0.454767
10.6507	0.448433
10.6707	0.442267
10.6907	0.436067
10.7107	0.430033
10.7307	0.424033
10.7508	0.418133
10.7708	0.4123
10.7908	0.406567
10.8108	0.4009
10.8308	0.3953
10.8509	0.389767
10.8709	0.384367
10.8909	0.379033
10.9109	0.373767
10.9309	0.368567
10.9510	0.363467
10.9710	0.358467
10.9910	0.353533
11.0110	0.3487
11.0310	0.3439
11.0511	0.339233
11.0711	0.3346
11.0911	0.3301
11.1111	0.325633
11.1311	0.321233
11.1512	0.3169
11.1712	0.312733
